City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
477,Valkeakoski,FI,61.2642,24.0312,63.99,82,8,3.67,clear sky
478,Baglung,NP,28.2719,83.5898,71.4,94,100,1.45,overcast clouds
479,Shu,KZ,43.5983,73.7614,79.18,35,2,5.46,clear sky
480,Pereslavl-Zalesskiy,RU,56.7393,38.8563,64.94,87,3,6.29,clear sky
481,Strezhevoy,RU,60.7333,77.5889,58.01,86,81,5.39,broken clouds
482,Gotsu,JP,35.0,132.2167,83.75,66,100,5.61,light rain
483,Port Hedland,AU,-20.3167,118.5667,68.05,37,0,19.57,clear sky
484,Touba,CI,8.2833,-7.6833,70.05,94,89,3.74,overcast clouds
485,Namtsy,RU,62.7161,129.6658,75.02,55,100,9.15,overcast clouds
486,Zhigansk,RU,66.7697,123.3711,47.75,51,100,17.29,overcast clouds
487,La Ronge,CA,55.1001,-105.2842,62.82,72,75,5.75,broken clouds
488,Leua,SK,48.2156,18.6071,69.49,66,2,5.48,clear sky
489,Nelson Bay,AU,-32.7167,152.15,62.01,68,0,11.01,clear sky
490,Panaba,MX,21.2833,-88.2667,80.2,77,61,10.11,broken clouds
491,Princeton,US,25.5384,-80.4089,84.0,81,0,0.0,clear sky
492,Dongobesh,TZ,-4.0667,35.3833,52.21,86,100,6.04,overcast clouds
493,Sorland,NO,67.667,12.6934,58.86,84,42,17.22,scattered clouds
494,Ixtapa,MX,20.7,-105.2,83.23,72,100,1.01,overcast clouds
495,Ostroh,UA,50.3294,26.5143,63.7,83,100,4.9,overcast clouds
496,Fairfield,US,41.2668,-73.3162,76.48,62,43,10.0,scattered clouds
497,Acajutla,SV,13.5928,-89.8275,79.45,83,82,2.17,light rain
498,Uyuni,BO,-20.4597,-66.825,44.91,39,18,6.82,few clouds
499,Flagstaff,US,35.1981,-111.6513,67.32,59,75,14.97,broken clouds
500,Havelock,US,34.8791,-76.9013,78.94,75,72,7.54,broken clouds
501,Schotten,DE,50.5,9.1333,65.23,89,100,9.44,moderate rain
502,Yulara,AU,-25.2406,130.9889,56.3,51,0,21.52,clear sky
503,Chumikan,RU,54.7183,135.315,62.26,62,15,0.94,few clouds
504,Makakilo City,US,21.3469,-158.0858,82.69,54,17,9.35,few clouds
505,Hamilton,US,39.1834,-84.5333,78.64,90,100,6.89,overcast clouds
506,Middle Island,US,40.8843,-72.9373,74.89,75,67,5.01,broken clouds
507,Alofi,NU,-19.0595,-169.9187,78.84,73,3,15.5,clear sky
508,Seddon,AU,-37.8068,144.8916,53.89,80,40,10.36,scattered clouds
509,Jiamusi,CN,46.8333,130.35,76.32,67,5,3.71,clear sky
510,Biala Podlaska,PL,52.0324,23.1165,65.98,76,99,5.93,overcast clouds
511,Harnosand,SE,62.6323,17.9379,60.01,94,42,2.44,scattered clouds
512,Erechim,BR,-27.6342,-52.2739,53.51,97,100,4.56,overcast clouds
513,Havoysund,NO,70.9963,24.6622,52.03,78,15,12.75,few clouds
514,Maracacume,BR,-2.0428,-45.9592,72.03,85,18,2.24,few clouds
515,Barranca,PE,-10.75,-77.7667,62.74,84,53,7.49,broken clouds
516,Tura,IN,25.5198,90.2201,76.32,95,100,5.06,overcast clouds
517,Ornskoldsvik,SE,63.2909,18.7153,56.97,94,7,2.35,clear sky
518,Marathon,US,44.9,-89.7668,69.04,44,0,16.11,clear sky
519,Kupang,ID,-10.1667,123.5833,81.19,69,41,15.97,scattered clouds
520,Saint-Ambroise,CA,48.5501,-71.3324,74.32,66,90,11.79,light rain
521,Singaraja,ID,-8.112,115.0882,80.33,75,38,5.7,scattered clouds
522,Chicama,PE,-7.8447,-79.1469,64.31,80,78,7.29,broken clouds
523,Mpika,ZM,-11.8343,31.4529,49.35,92,46,7.36,scattered clouds
524,Kaeo,NZ,-35.1,173.7833,59.72,61,9,2.39,clear sky
525,Meulaboh,ID,4.1363,96.1285,76.93,81,100,2.82,overcast clouds
526,Burgeo,CA,47.6167,-57.6152,55.49,95,100,4.32,overcast clouds
527,Porto Novo,BJ,6.4965,2.6036,75.97,88,100,5.23,overcast clouds
528,Itum-Kale,RU,42.7356,45.5758,59.23,92,27,4.56,scattered clouds
529,Erenhot,CN,43.6475,111.9767,64.31,78,100,5.19,overcast clouds
530,Skibbereen,IE,51.55,-9.2667,52.11,80,13,12.37,few clouds
531,Rio Grande,BR,-32.035,-52.0986,52.45,76,100,8.08,overcast clouds
532,Krasnaya Gora,RU,52.9995,31.6023,64.74,84,0,3.78,clear sky
533,La Asuncion,VE,11.0333,-63.8628,77.47,86,65,5.48,broken clouds
534,Praia Da Vitoria,PT,38.7333,-27.0667,66.76,81,57,8.7,broken clouds
535,Pocoes,BR,-14.5297,-40.3653,58.26,89,6,5.12,clear sky
536,Kohat,PK,33.582,71.4493,82.47,26,0,2.51,clear sky
537,Arroyo,ES,41.6096,-4.7969,53.15,80,100,14.97,overcast clouds
538,Tall Kayf,TR,37.0833,41.0667,66.54,31,0,5.79,clear sky
539,Ninghai,CN,29.2892,121.4247,83.43,71,100,10.54,overcast clouds
540,Warren,US,39.4334,-84.1666,77.56,85,100,9.17,overcast clouds
541,Salinopolis,BR,-0.6136,-47.3561,77.61,83,90,7.16,overcast clouds
542,Paragominas,BR,-2.9667,-47.4833,75.25,69,88,3.33,overcast clouds
543,Oshawa,CA,43.9001,-78.8496,75.2,75,14,1.01,few clouds
544,Atambua,ID,-9.1061,124.8925,78.6,65,75,5.32,broken clouds
545,Portland,US,45.5234,-122.6762,100.2,25,0,6.91,clear sky
546,Atbasar,KZ,51.8,68.3333,54.7,74,1,11.36,clear sky
547,Svetlyy,RU,54.675,20.1347,66.96,81,77,7.38,broken clouds
548,Ulladulla,AU,-35.35,150.4667,52.77,53,9,14.41,clear sky
549,Ayan,RU,56.45,138.1667,51.28,88,77,12.68,broken clouds
550,Hue,VN,16.4667,107.6,84.31,74,20,3.44,few clouds
551,Lianzhou,CN,24.7811,112.3825,82.58,82,92,5.35,overcast clouds
552,Nagorsk,RU,59.3172,50.8078,50.5,76,72,5.61,broken clouds
553,Seymour,US,38.9592,-85.8903,77.72,86,78,12.19,broken clouds
554,Halifax,CA,44.6453,-63.5724,62.49,95,0,8.05,clear sky
555,Borogontsy,RU,62.6683,131.1683,74.37,59,58,11.41,broken clouds
556,Gravelbourg,CA,49.8834,-106.5512,74.21,28,5,8.77,clear sky
557,Lakes Entrance,AU,-37.8811,147.981,53.17,70,19,13.2,few clouds
558,Ponta Delgada,PT,37.7333,-25.6667,68.5,94,75,9.22,light intensity shower rain
559,Manokwari,ID,-0.8667,134.0833,74.64,94,100,4.03,overcast clouds
560,Wufeng,CN,27.45,104.8333,62.71,97,100,3.13,moderate rain
561,Sorong,ID,-0.8833,131.25,81.01,80,100,5.91,light rain
562,Athabasca,CA,54.7169,-113.2854,66.97,69,48,6.24,scattered clouds
563,Sindor,RU,62.8629,51.8905,48.18,97,81,4.63,broken clouds
564,Altamira,BR,-3.2033,-52.2064,76.03,81,97,2.37,overcast clouds
565,Kawalu,ID,-7.3817,108.2082,73.6,96,99,1.52,overcast clouds
566,Vestmanna,FO,62.1564,-7.1664,50.92,93,100,19.57,overcast clouds
567,Santa Fe,AR,-31.6333,-60.7,51.01,74,100,5.01,overcast clouds
568,Albanel,CA,48.8832,-72.4487,69.24,82,100,7.4,overcast clouds
569,Taoudenni,ML,22.6783,-3.9836,98.37,10,0,15.41,clear sky
570,Buala,SB,-8.145,159.5921,81.57,79,100,10.38,light rain
571,Chernyshevskiy,RU,63.0128,112.4714,63.93,78,82,5.44,light rain
572,Port-Cartier,CA,50.0334,-66.8654,60.75,84,90,5.95,overcast clouds
573,Villa Carlos Paz,AR,-31.4241,-64.4978,46.38,53,100,4.0,overcast clouds
574,Kutum,SD,14.2,24.6667,79.66,38,94,5.23,overcast clouds
575,Tyumentsevo,RU,53.3224,81.498,66.09,87,100,9.93,light rain
576,Swan Hill,AU,-35.3378,143.5544,52.21,55,0,9.84,clear sky
577,Yarkovo,RU,57.4028,67.0786,47.8,92,100,10.33,overcast clouds
578,Sao Felix Do Xingu,BR,-6.6447,-51.995,73.54,61,4,2.77,clear sky
579,Ewa Beach,US,21.3156,-158.0072,85.37,50,40,14.97,scattered clouds
580,Shache,CN,38.4167,77.2406,84.04,22,87,1.99,overcast clouds
581,Gracac,HR,44.3006,15.8547,62.35,57,0,3.65,clear sky
582,Namibe,AO,-15.1961,12.1522,66.43,62,0,9.1,clear sky
583,Lins,BR,-21.6786,-49.7425,60.89,77,9,14.12,clear sky
584,Morondava,MG,-20.2833,44.2833,67.51,61,0,12.39,clear sky
585,Sioux Lookout,CA,50.1001,-91.917,51.58,75,89,5.75,overcast clouds
586,Yar-Sale,RU,66.8333,70.8333,50.49,51,100,18.03,overcast clouds
587,Vila Velha,BR,-20.3297,-40.2925,66.15,85,40,11.01,scattered clouds
588,Teluk Intan,MY,4.0259,101.0213,77.36,90,79,1.92,broken clouds
589,Nueve De Julio,AR,-35.4444,-60.8831,47.89,65,100,10.96,overcast clouds
590,Catarama,EC,-1.5833,-79.4667,74.32,85,100,1.23,overcast clouds
591,Chhaprauli,IN,29.2167,77.1833,88.32,56,62,8.37,broken clouds
592,Kargasok,RU,59.0556,80.8572,58.98,87,89,9.55,overcast clouds
593,Srednekolymsk,RU,67.45,153.6833,50.07,27,100,9.13,overcast clouds
594,Versoix,CH,46.2833,6.1667,71.94,71,75,2.3,broken clouds
595,Bataipora,BR,-22.2953,-53.2711,64.65,77,6,7.87,clear sky
596,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,72.91,32,17,2.39,few clouds
597,Talara,PE,-4.5772,-81.2719,64.38,84,5,14.45,clear sky
598,Abha,SA,18.2164,42.5053,69.76,48,92,4.36,overcast clouds
599,Shancheng,CN,34.7953,116.0817,77.34,94,100,8.52,moderate rain
600,Axim,GH,4.8699,-2.2405,75.15,92,57,5.01,broken clouds
601,Sibolga,ID,1.7427,98.7792,78.3,84,100,2.04,overcast clouds
602,Ust-Kuyga,RU,70.0167,135.6,47.21,30,94,11.41,overcast clouds
603,Nipawin,CA,53.3668,-104.0009,68.04,67,0,15.43,clear sky
604,Caraquet,CA,47.7941,-64.9386,61.07,96,8,7.61,clear sky
605,Garowe,SO,8.4054,48.4845,77.45,60,100,32.32,overcast clouds
606,Clyde River,CA,70.4692,-68.5914,32.2,90,100,2.86,overcast clouds
607,Inuvik,CA,68.3499,-133.7218,79.03,30,93,8.1,overcast clouds
608,Kokopo,PG,-4.352,152.2633,85.23,61,60,5.1,broken clouds
609,Hit,IQ,33.6416,42.8251,82.72,25,0,8.12,clear sky
610,Dudinka,RU,69.4058,86.1778,60.62,70,100,13.11,overcast clouds
611,Batagay-Alyta,RU,67.8006,130.4114,35.44,90,100,4.32,overcast clouds
612,Pozo Colorado,PY,-23.4923,-58.7972,60.01,90,55,3.31,broken clouds
613,Aloleng,PH,16.1307,119.7824,83.44,75,100,7.94,overcast clouds
614,San Jose,US,37.3394,-121.895,92.59,44,20,14.97,few clouds
615,Goure,NE,13.9835,10.2704,83.01,41,18,4.61,few clouds
616,Centenario Do Sul,BR,-22.8211,-51.5953,59.81,77,96,13.8,overcast clouds
617,Pidhaytsi,UA,49.2685,25.1334,58.05,91,4,4.83,clear sky
618,Saint-Georges,GD,12.0564,-61.7485,76.15,94,100,12.77,overcast clouds
619,Badiraguato,MX,25.3667,-107.5167,80.87,70,100,2.42,overcast clouds
620,Waddan,LY,29.1614,16.139,87.46,24,0,13.51,clear sky
621,Puerto Colombia,CO,10.9878,-74.9547,77.09,83,100,7.99,overcast clouds
622,Nicoya,CR,10.1483,-85.452,74.12,93,100,0.09,overcast clouds
623,Dapaong,TG,10.8639,0.205,80.69,65,100,7.05,overcast clouds
624,Buwenge,UG,0.6422,33.1744,63.93,89,77,3.04,broken clouds
625,Valparaiso,CL,-33.0393,-71.6273,53.47,80,0,4.61,clear sky
626,Pahrump,US,36.2083,-115.9839,102.83,9,10,5.01,clear sky
627,Goma,CD,-1.6792,29.2228,61.66,82,34,3.71,scattered clouds
628,Bonavista,CA,48.6499,-53.1147,53.2,99,99,11.59,overcast clouds
629,Hare Bay,CA,48.8499,-54.0148,54.1,97,99,2.51,overcast clouds
630,Bela,IN,25.9333,81.9833,90.72,55,100,7.14,overcast clouds
631,Hurghada,EG,27.2574,33.8129,82.44,37,0,17.9,clear sky
632,Lodingen,NO,68.414,15.9951,57.34,67,12,8.21,few clouds
633,Acari,PE,-15.4311,-74.6158,64.65,75,97,2.91,overcast clouds
634,Akom,CM,2.6678,12.7109,65.66,99,42,2.04,scattered clouds
635,Beloha,MG,-25.1667,45.05,59.7,77,34,8.37,scattered clouds
636,Nagornskiy,RU,58.7731,57.5451,40.51,87,78,4.12,broken clouds
637,Ushtobe,KZ,45.2514,77.9838,84.45,33,0,10.38,clear sky
638,Kangaatsiaq,GL,68.3065,-53.4641,37.54,95,100,4.56,overcast clouds
639,Fort Saint James,CA,54.4333,-124.25,80.89,24,12,3.18,few clouds
640,Panzhihua,CN,26.5851,101.7128,74.37,85,100,1.03,overcast clouds
641,Makubetsu,JP,45.3714,141.8211,55.06,94,100,5.03,overcast clouds
642,Quzhou,CN,28.9594,118.8686,85.77,72,87,2.66,overcast clouds
643,Ghanzi,BW,-21.5667,21.7833,48.47,82,6,11.72,clear sky
644,Bucerias,MX,20.75,-105.3333,83.98,74,100,0.0,overcast clouds
645,Yarim,YE,14.298,44.3779,62.06,49,91,2.62,overcast clouds
646,Pascagoula,US,30.3658,-88.5561,80.73,95,40,0.0,scattered clouds
647,Northam,GB,51.0333,-4.2167,54.39,94,100,13.0,overcast clouds
648,Khrisokhorion,GR,40.9333,24.7167,71.98,77,3,4.36,clear sky
649,Shimoda,JP,34.6667,138.95,81.86,76,26,14.9,scattered clouds
650,Lasa,IT,46.6166,10.7002,65.7,89,100,3.0,overcast clouds
651,Bure,ET,10.7,37.0667,55.4,92,100,2.95,overcast clouds
652,Hofn,IS,64.2539,-15.2082,46.09,80,100,9.95,overcast clouds
653,Kosice,SK,48.6667,21.3333,65.32,82,0,6.91,clear sky
654,Varzea Grande,BR,-15.6467,-56.1325,66.07,88,0,2.3,clear sky
655,Acapulco,MX,16.8634,-99.8901,82.22,78,75,10.36,broken clouds
656,Cuamba,MZ,-14.8031,36.5372,60.51,84,99,6.85,overcast clouds
657,Jizan,SA,17.3333,42.6667,86.81,65,40,7.18,scattered clouds
658,Oxford,GB,51.7522,-1.256,54.5,87,74,1.01,broken clouds
659,Hay River,CA,60.8156,-115.7999,54.72,52,10,5.95,clear sky
660,Balgazyn,RU,51.0,95.2,76.6,35,7,2.24,clear sky
661,Leiyang,CN,26.4024,112.8591,84.97,70,100,11.56,overcast clouds
662,Takoradi,GH,4.8845,-1.7554,75.18,91,69,4.99,broken clouds
663,Adrar,MR,20.5022,-10.0711,86.41,15,0,10.16,clear sky
664,Misterbianco,IT,37.5341,14.9538,83.75,55,0,5.75,clear sky
665,Moranbah,AU,-22.0016,148.0466,71.33,51,29,16.93,scattered clouds
666,Biltine,TD,14.5333,20.9167,83.01,47,100,8.21,overcast clouds
667,Payson,US,40.0444,-111.7321,89.26,23,0,12.66,clear sky
668,Yaval,IN,21.1667,75.7,81.95,78,100,8.05,overcast clouds
669,Jacareacanga,BR,-6.2222,-57.7528,74.64,70,11,1.25,few clouds
670,Bubaque,GW,11.2833,-15.8333,81.25,79,100,10.07,overcast clouds
671,Sayan,PE,-11.1361,-77.1933,64.42,68,17,1.68,few clouds
672,Foundiougne,SN,14.1333,-16.4667,81.63,65,93,10.0,overcast clouds
673,Dalvik,IS,65.9702,-18.5286,40.12,89,100,0.96,overcast clouds
674,Najran,SA,17.4924,44.1277,80.98,15,100,4.23,overcast clouds
675,Semey,KZ,50.4111,80.2275,80.82,47,40,6.71,scattered clouds
676,Ekhabi,RU,53.5102,142.9671,50.22,82,100,12.35,overcast clouds
677,Kamarion,GR,36.8,25.8167,72.09,83,0,20.76,clear sky
678,Maragogi,BR,-9.0122,-35.2225,73.89,90,63,8.5,broken clouds
679,Umm Lajj,SA,25.0213,37.2685,81.34,59,0,7.99,clear sky
680,Serov,RU,59.6033,60.5787,44.71,77,82,6.78,broken clouds
681,Vargem Grande,BR,-3.5431,-43.9158,72.57,74,20,1.77,few clouds
682,Finnsnes,NO,69.2296,17.9811,57.81,71,100,4.76,light rain
683,Fallon,US,39.4735,-118.7774,96.67,8,0,6.91,clear sky
684,North Bend,US,43.4065,-124.2243,83.25,78,0,13.8,clear sky
685,Mouzouras,GR,35.5333,24.15,75.2,78,0,0.0,clear sky
686,Bud,US,39.447,-86.1758,78.82,54,99,11.14,overcast clouds
687,Rio Verde De Mato Grosso,BR,-18.9181,-54.8442,68.7,52,55,5.12,broken clouds
688,Ahuimanu,US,21.4447,-157.8378,85.14,56,100,14.97,overcast clouds
689,Haimen,CN,23.1935,116.6142,84.02,76,10,3.89,clear sky
690,Loralai,PK,30.3705,68.598,79.68,28,4,0.96,clear sky
691,Iquitos,PE,-3.7481,-73.2472,75.24,94,40,3.44,scattered clouds
692,Kendari,ID,-3.945,122.4989,79.11,87,61,1.3,broken clouds
693,Dongsheng,CN,39.8161,109.9776,69.24,51,84,4.21,broken clouds
694,Acarau,BR,-2.8856,-40.12,77.5,86,16,9.31,few clouds
695,Cloquet,US,46.7216,-92.4594,66.38,49,90,16.11,overcast clouds
696,La Macarena,CO,2.1837,-73.7849,67.68,98,100,1.97,overcast clouds
697,San Quintin,MX,30.4833,-115.95,73.17,66,15,9.08,few clouds
698,Arman,RU,59.7,150.1667,66.02,80,39,6.44,scattered clouds
699,High Level,CA,58.5169,-117.136,65.75,38,100,8.75,overcast clouds
700,Port Moresby,PG,-9.4431,147.1797,83.07,69,98,4.47,overcast clouds
701,Maxcanu,MX,20.5833,-89.9833,81.28,62,21,7.63,few clouds
702,Maningrida,AU,-12.0667,134.2667,83.98,53,33,16.42,scattered clouds
703,Nara,JP,34.6851,135.8049,90.97,44,89,4.97,overcast clouds
704,Aizkraukle,LV,56.6048,25.2553,68.07,83,84,3.91,broken clouds
705,Kysyl-Syr,RU,63.8986,122.7617,70.5,74,71,8.81,light rain
706,Marfino,RU,55.7028,37.3822,68.34,68,0,4.47,clear sky
707,Iquique,CL,-20.2208,-70.1431,60.84,72,14,0.94,few clouds
708,Wiwili,NI,13.6268,-85.8254,74.98,83,100,4.34,overcast clouds
709,Batemans Bay,AU,-35.7167,150.1833,54.1,47,2,10.27,clear sky
710,Rypefjord,NO,70.6333,23.6667,61.27,51,0,2.3,clear sky
711,Starogard Gdanski,PL,53.964,18.5264,65.1,100,0,4.99,clear sky
712,Melfi,IT,40.9965,15.6514,71.26,49,9,5.82,clear sky
